Crosslink.Type,Gene1.order,Gene2.order,Final_annot,Final_annot,Complex1,Complex1.1
Inter,ALDOB,CCDC185,Other,Other,,
Inter,ALG10B,EEA1,Other,Endosome,,
Inter,ALG11,SACM1L,Other,Other,,
Intra,ALG2,ALG2,Other,Other,,
Intra,ALG5,ALG5,Other,Other,,
BN,ALG6,APBB1,Other,Endosome,,APP-APBB1-LRP1 complex
BN,ALG6,APH1A,Other,Other,,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
BN,ALG6,BAIAP2L1,Other,Other,,
BN,ALG6,NCSTN,Other,Endosome,,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
BN,ALG6,UNC5B,Other,Other,,
BN,ALMS1,CLCN3,Other,Endosome,,
BN,ALMS1,ITGB7,Other,Other,,
BN,ALMS1,LNPEP,Other,Endosome,,
BN,ALMS1,NBEAL1,Other,Other,,
BN,ALOX12B,CAPN1,Other,Other,,
BN,ALOX12B,CPA4,Other,Other,,
BN,ALOX12B,ECM1,Other,Other,,
Inter,ALOX15,TUFM,Other,Mito,,
BN,ALPG,CDH7,Other,Other,,
BN,ALPG,DAB2IP,Other,Other,,
BN,ALPG,EVA1A,Other,Other,,
BN,ALPG,GNPDA1,Other,Other,,
BN,ALPG,KARS1,Other,Mito,,
BN,ALPG,LAMP2,Other,Endosome,,
Inter,ALPI,TTN,Other,Other,,
Inter,ALPK2,KCNV2,Other,Other,,
Intra,ALPL,ALPL,Other,Other,,
Intra,ALYREF,ALYREF,Other,Other,,
Inter,ALYREF,CHTOP,Other,Nucleus,,
Inter,ALYREF,EIF4A3,Other,Other,,
Inter,ALYREF,ERH,Other,Nucleus,,
Inter,ALYREF,TANC2,Other,Other,,
Inter,AMER1,HDAC1,Other,Nucleus,,
Inter,AMER2,RALA,Other,Other,,
Inter,AMER2,RPL38,Other,Other,,"Ribosome, cytoplasmic"
BN,AMIGO1,APPL1,Other,Other,,
BN,AMIGO2,DMWD,Other,Other,,
BN,AMIGO2,HACL1,Other,Other,,
BN,AMIGO2,KCTD12,Other,Other,,
BN,AMIGO2,MME,Other,Other,,
BN,AMIGO2,MST1R,Other,Other,,
BN,AMIGO2,PNPT1,Other,Mito,,
BN,AMIGO2,SLC34A2,Other,Other,,
BN,AMIGO2,TMEM67,Other,Other,,
Inter,AMOT,EEF1A1P5,Other,Other,,
Inter,AMOTL1,ZC3H18,Other,Nucleus,,
Inter,AMPD1,EEA1,Other,Endosome,,
Inter,AMPD2,EEA1,Other,Endosome,,
BN,AMPD3,LRBA,Other,Other,,
BN,AMPD3,TMEM259,Other,Other,,
Intra,ANAPC1,ANAPC1,Other,Other,,
Intra,ANAPC7,ANAPC7,Other,Other,,
Inter,ANAPC7,IMMT,Other,Mito,,
Inter,ANAPC7,SF3A1,Other,Nucleus,,
Inter,ANHX,IGF2R,Nucleus,Endosome,,
Inter,ANK3,EEA1,Other,Endosome,,
Inter,ANK3,KMT5B,Other,Nucleus,,
Inter,ANK3,STX12,Other,Endosome,,SNARE complex
Inter,ANKAR,EEF1G,Other,Other,,
Inter,ANKEF1,STX7,Other,Endosome,,
Intra,ANKFY1,ANKFY1,Endosome,Endosome,,
BN,ANKH,PLPP2,Endosome,Other,,
Inter,ANKHD1,CCDC105,Other,Other,,
Intra,ANKIB1,ANKIB1,Other,Other,,
Inter,ANKIB1,DMD,Other,Other,,
Inter,ANKK1,SNRNP40,Other,Nucleus,,
Intra,ANKLE2,ANKLE2,Other,Other,,
Inter,ANKRD11,AP2B1,Nucleus,Endosome,,
Inter,ANKRD11,CAMSAP3,Nucleus,Other,,
Inter,ANKRD11,IMMT,Nucleus,Mito,,
Inter,ANKRD11,MAGT1,Nucleus,Other,,
Inter,ANKRD11,PTPRZ1,Nucleus,Other,,
Inter,ANKRD11,RNASEL,Nucleus,Other,,
Inter,ANKRD11,SNX7,Nucleus,Endosome,,
BN,ANKRD13A,SCAMP2,Other,Endosome,,SCAMP1-SCAMP2-SCAMP3 complex
BN,ANKRD13A,SLC52A2,Other,Other,,
BN,ANKRD13A,UBA1,Other,Other,,
Inter,ANKRD18A,HDAC1,Other,Nucleus,,
Inter,ANKRD18A,RPS3,Other,Other,,"Ribosome, cytoplasmic"
Inter,ANKRD18B,AP3B1,Other,Endosome,,PI4K2A-WASH complex
Inter,ANKRD20A12P,SYCP3,Other,Nucleus,,
Inter,ANKRD20A4P,PSMA7,Other,Other,,PA700-20S-PA28 complex
Inter,ANKRD20A4P,SMC1B,Other,Nucleus,,
Intra,ANKRD26,ANKRD26,Other,Other,,
BN,ANKRD26,EIF3C,Other,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
BN,ANKRD26,GOLGA4,Other,Golgi,,
BN,ANKRD26,HIP1R,Other,Other,,
BN,ANKRD26,OTUD6B,Other,Other,,
BN,ANKRD26,PSRC1,Other,Other,,
Inter,ANKRD26,SLC4A1,Other,Other,,
Inter,ANKRD26,TFRC,Other,Endosome,,
Intra,ANKRD27,ANKRD27,Endosome,Endosome,,
Inter,ANKRD27,CDK1,Endosome,Other,,
Inter,ANKRD27,CIT,Endosome,Other,,
Inter,ANKRD27,EPN1,Endosome,Other,,
Inter,ANKRD27,RAB21,Endosome,Endosome,,
Inter,ANKRD30A,EEA1,Other,Endosome,,
Inter,ANKRD30A,TFIP11,Other,Other,,
Inter,ANKRD30B,EEA1,Other,Endosome,,
Inter,ANKRD36C,EIF3B,Other,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Inter,ANKRD36C,GOPC,Other,Golgi,,
Intra,ANKRD46,ANKRD46,Other,Other,,
Inter,ANKRD55,STX8,Other,Endosome,,
Inter,ANKRD62,EEA1,Other,Endosome,,
Inter,ANKRD62,NOS1,Other,Other,,
Inter,ANKRD63,MYCBP2,Other,Other,,
Inter,ANKS1A,RPN1,Other,Endosome,,Oligosaccharyltransferase complex (Stt3A variant)
Inter,ANKS4B,ATP6V1E1,Other,Endosome,,vATPase V1
Inter,ANKZF1,LAMTOR3,Other,Endosome,,v-ATPase-Ragulator-AXIN/LKB1-AMPK complex
Inter,ANLN,EEA1,Other,Endosome,,
Inter,ANO10,ATP5PB,Other,Mito,,
Inter,ANO3,TOP2A,Other,Other,,
BN,ANO4,ARSB,Other,Lyso,,
BN,ANO4,GJC1,Other,Other,,
BN,ANO4,IDUA,Other,Lyso,,
BN,ANO4,IGSF3,Other,Other,,
BN,ANO4,PRKAR2B,Other,Other,,
BN,ANO4,QSER1,Other,Nucleus,,
BN,ANO4,ROBO2,Other,Other,,
BN,ANO4,SLC4A7,Other,Other,,
BN,ANO4,TXK,Other,Other,,
Intra,ANO5,ANO5,Other,Other,,
Intra,ANO6,ANO6,Other,Other,,
Inter,ANO7,CPE,Other,Other,,
Intra,ANOS1,ANOS1,Other,Other,,
Intra,ANPEP,ANPEP,Endosome,Endosome,,
Intra,ANTXR1,ANTXR1,Other,Other,,
Inter,ANTXR1,EEF1D,Other,Nucleus,,
Inter,ANTXR1,UBC,Other,Other,,
Intra,ANTXR2,ANTXR2,Other,Other,,
Inter,ANXA11,EEA1,Other,Endosome,,
BN,ANXA11,GSK3A,Other,Other,,
BN,ANXA11,MMAB,Other,Mito,,
BN,ANXA11,PRPSAP2,Other,Other,,
BN,ANXA11,SF3B4,Other,Nucleus,,
BN,ANXA11,SPTAN1,Other,Other,,Emerin complex 1
BN,ANXA11,TPD52,Other,Other,,
BN,ANXA11,TPD52L2,Other,Endosome,,
BN,ANXA11,TSPAN3,Other,Lyso,,
Intra,ANXA2,ANXA2,Endosome,Endosome,,
Inter,ANXA2,LATS1,Endosome,Other,,
Intra,ANXA5,ANXA5,Other,Other,,
Inter,ANXA5,DDX39B,Other,Other,,
BN,ANXA6,PDPR,Other,Mito,,
Inter,ANXA8,SMC1A,Other,Nucleus,,
Intra,AP1AR,AP1AR,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
Inter,AP1AR,HIP1R,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1AR,HTRA3,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1AR,SPRED1,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1AR,TASOR,Endosome,Nucleus,Gamma-BAR-AP1 complex,
Inter,AP1AR,TONSL,Endosome,Other,Gamma-BAR-AP1 complex,
Intra,AP1B1,AP1B1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP1G1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP1G2,Endosome,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP1M1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP1S1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP1S2,Endosome,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP1S3,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1B1,AP2A1,Endosome,Endosome,Gamma-BAR-AP1 complex,
BN,AP1B1,AP2A2,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1B1,AP2B1,Endosome,Endosome,Gamma-BAR-AP1 complex,
Inter,AP1B1,AP2M1,Endosome,Endosome,Gamma-BAR-AP1 complex,
BN,AP1B1,AP2S1,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1B1,CHD1,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1B1,EIF3L,Endosome,Other,Gamma-BAR-AP1 complex,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
BN,AP1B1,PTPRF,Endosome,Other,Gamma-BAR-AP1 complex,
Intra,AP1G1,AP1G1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G1,AP1G2,Endosome,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G1,AP1M1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
Inter,AP1G1,AP1S1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
Inter,AP1G1,AP1S2,Endosome,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G1,AP1S3,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G1,AP2A2,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1G1,MYRF,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1G1,PTPRF,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1G1,TOM1L1,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1G2,AP1M1,Other,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G2,AP1S1,Other,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G2,AP1S2,Other,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1G2,AP1S3,Other,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
Inter,AP1G2,EEA1,Other,Endosome,Gamma-BAR-AP1 complex,
Intra,AP1M1,AP1M1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1M1,AP1S1,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
Inter,AP1M1,AP1S2,Endosome,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1M1,AP1S3,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1M1,AP2A1,Endosome,Endosome,Gamma-BAR-AP1 complex,
BN,AP1M1,AP2B1,Endosome,Endosome,Gamma-BAR-AP1 complex,
BN,AP1M1,AP2M1,Endosome,Endosome,Gamma-BAR-AP1 complex,
BN,AP1M1,AP2S1,Endosome,Other,Gamma-BAR-AP1 complex,
Inter,AP1M1,CHD4,Endosome,Other,Gamma-BAR-AP1 complex,NRD complex (Nucleosome remodeling and deacetylation complex)
Inter,AP1M1,MTERF1,Endosome,Mito,Gamma-BAR-AP1 complex,
Inter,AP1M1,NCAPD2,Endosome,Other,Gamma-BAR-AP1 complex,Condensin I complex
Inter,AP1M1,OR2B3,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1S1,AP1S2,Endosome,Other,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1S1,AP1S3,Endosome,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1S1,MYRF,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1S1,PTPRF,Endosome,Other,Gamma-BAR-AP1 complex,
BN,AP1S2,AP1S3,Other,Endosome,Gamma-BAR-AP1 complex,Gamma-BAR-AP1 complex
BN,AP1S2,MYRF,Other,Other,Gamma-BAR-AP1 complex,
BN,AP1S2,PTPRF,Other,Other,Gamma-BAR-AP1 complex,
Intra,AP2A1,AP2A1,Endosome,Endosome,,
BN,AP2A1,AP2A2,Endosome,Other,,
BN,AP2A1,AP2B1,Endosome,Endosome,,
BN,AP2A1,AP2M1,Endosome,Endosome,,
BN,AP2A1,AP2S1,Endosome,Other,,
Inter,AP2A1,CEP57L1,Endosome,Other,,
Inter,AP2A1,CLTC,Endosome,Endosome,,PI4K2A-WASH complex
Inter,AP2A1,EPS15,Endosome,Lyso,,
BN,AP2A1,PTPRF,Endosome,Other,,
Intra,AP2A2,AP2A2,Other,Other,,
Inter,AP2A2,AP2B1,Other,Endosome,,
Inter,AP2A2,AP2M1,Other,Endosome,,
BN,AP2A2,AP2S1,Other,Other,,
Inter,AP2A2,BMP2K,Other,Nucleus,,
BN,AP2A2,CLCN7,Other,Lyso,,
Inter,AP2A2,PICALM,Other,Other,,
Inter,AP2A2,STX10,Other,Endosome,,
Inter,AP2A2,SYNJ1,Other,Other,,
Intra,AP2B1,AP2B1,Endosome,Endosome,,
Inter,AP2B1,AP2M1,Endosome,Endosome,,
Inter,AP2B1,AP2S1,Endosome,Other,,
Inter,AP2B1,BDP1,Endosome,Nucleus,,
Inter,AP2B1,BRD2,Endosome,Nucleus,,
Inter,AP2B1,CBLIF,Endosome,Other,,
Inter,AP2B1,CEP57L1,Endosome,Other,,
Inter,AP2B1,CLTC,Endosome,Endosome,,PI4K2A-WASH complex
Inter,AP2B1,CNR1,Endosome,Other,,
Inter,AP2B1,CYP2C8,Endosome,Other,,
Inter,AP2B1,HECA,Endosome,Other,,
BN,AP2B1,PTPRF,Endosome,Other,,
Inter,AP2B1,TRPM6,Endosome,Other,,
Intra,AP2M1,AP2M1,Endosome,Endosome,,
Inter,AP2M1,AP2S1,Endosome,Other,,
Inter,AP2M1,ARL8B,Endosome,Endosome,,
Inter,AP2M1,CYP2C8,Endosome,Other,,
Inter,AP2M1,F5,Endosome,Other,,
Inter,AP2M1,GPR183,Endosome,Other,,
Inter,AP2M1,LOC122539214,Endosome,Other,,
Inter,AP2M1,MCM6,Endosome,Nucleus,,
Inter,AP2M1,MOSPD2,Endosome,Other,,
Inter,AP2M1,NRAP,Endosome,Other,,
Inter,AP2M1,PIK3R1,Endosome,Other,,Sam68-p85 P13K-IRS-1-IR signaling complex
BN,AP2M1,PTPRF,Endosome,Other,,
Inter,AP2M1,RSRC1,Endosome,Other,,
Inter,AP2M1,SPATS2L,Endosome,Other,,
Inter,AP2M1,STXBP5,Endosome,Other,,
Inter,AP2M1,TBC1D31,Endosome,Other,,
Intra,AP2S1,AP2S1,Other,Other,,
Inter,AP2S1,FAM181A,Other,Other,,
Intra,AP3B1,AP3B1,Endosome,Endosome,PI4K2A-WASH complex,PI4K2A-WASH complex
Inter,AP3B1,CCDC33,Endosome,Other,PI4K2A-WASH complex,
Inter,AP3B1,EEA1,Endosome,Endosome,PI4K2A-WASH complex,
Inter,AP3B1,ENTPD6,Endosome,Golgi,PI4K2A-WASH complex,
Inter,AP3B1,HFM1,Endosome,Other,PI4K2A-WASH complex,
Inter,AP3B1,PICK1,Endosome,Mito,PI4K2A-WASH complex,
Intra,AP3D1,AP3D1,Endosome,Endosome,PI4K2A-WASH complex,PI4K2A-WASH complex
Inter,AP3D1,EEF1G,Endosome,Other,PI4K2A-WASH complex,
Inter,AP3D1,GATAD2B,Endosome,Nucleus,PI4K2A-WASH complex,
Inter,AP3D1,GSPT2,Endosome,Other,PI4K2A-WASH complex,
Inter,AP3D1,RUFY1,Endosome,Endosome,PI4K2A-WASH complex,
Intra,AP3S1,AP3S1,Endosome,Endosome,,
Intra,AP4M1,AP4M1,Golgi,Golgi,,
Inter,AP4M1,EIF3B,Golgi,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
BN,AP5B1,RBM5,Other,Nucleus,,
Inter,AP5B1,THOC2,Other,Nucleus,,
Inter,APAF1,EEA1,Other,Endosome,,
Intra,APBB1,APBB1,Endosome,Endosome,APP-APBB1-LRP1 complex,APP-APBB1-LRP1 complex
BN,APBB1,APH1A,Endosome,Other,APP-APBB1-LRP1 complex,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
BN,APBB1,BAIAP2L1,Endosome,Other,APP-APBB1-LRP1 complex,
BN,APBB1,IFNAR1,Endosome,Other,APP-APBB1-LRP1 complex,
BN,APBB1,ITPRIPL1,Endosome,Other,APP-APBB1-LRP1 complex,
BN,APBB1,NCSTN,Endosome,Endosome,APP-APBB1-LRP1 complex,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
BN,APBB1,UNC5B,Endosome,Other,APP-APBB1-LRP1 complex,
Intra,APBB2,APBB2,Other,Other,,
BN,APBB2,WASF1,Other,Other,,
Intra,APC,APC,Other,Other,,
BN,APH1A,BAIAP2L1,Other,Other,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)",
BN,APH1A,IFNAR1,Other,Other,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)",
BN,APH1A,ITPRIPL1,Other,Other,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)",
BN,APH1A,NCSTN,Other,Endosome,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)","Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)"
BN,APH1A,UNC5B,Other,Other,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)",
Intra,API5,API5,Other,Other,,
Inter,API5,DNAH3,Other,Other,,
Intra,APLP2,APLP2,Other,Other,,
BN,APLP2,GPC4,Other,Other,,
BN,APLP2,GPC6,Other,Other,,
Inter,APLP2,MYO5C,Other,Other,,
Intra,APMAP,APMAP,Other,Other,,
Inter,APOA1,PRKACA,Endosome,Mito,,
Inter,APOA4,FOCAD,Other,Other,,
Inter,APOC1,EEA1,Other,Endosome,,
Inter,APOE,PHACTR4,Other,Other,,
BN,APOH,EPB41,Other,Other,,
BN,APOH,FBLN1,Other,Other,,
BN,APOH,FKBP10,Other,Mito,,
Inter,APOH,PGK1,Other,Other,,
BN,APOH,PRKCH,Other,Other,,
BN,APOH,SLC37A3,Other,Lyso,,
BN,APOH,SPIN1,Other,Other,,
Inter,APOL1,VLDLR,Other,Other,,
Intra,APP,APP,Endosome,Endosome,APP-APBB1-LRP1 complex,APP-APBB1-LRP1 complex
Inter,APP,CCDC144CP,Endosome,Other,APP-APBB1-LRP1 complex,
Inter,APP,DDHD1,Endosome,Other,APP-APBB1-LRP1 complex,
BN,APP,MET,Endosome,Other,APP-APBB1-LRP1 complex,
BN,APP,SEC23IP,Endosome,Golgi,APP-APBB1-LRP1 complex,
BN,APP,TOMM40,Endosome,Mito,APP-APBB1-LRP1 complex,"TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial"
Inter,APP,ZC3H11A,Endosome,Nucleus,APP-APBB1-LRP1 complex,
Inter,APRT,EEA1,Other,Endosome,,
Inter,AQP7B,DNAJC10,Other,Other,,
Intra,AQR,AQR,Nucleus,Nucleus,,
Intra,ARAP1,ARAP1,Other,Other,,
Intra,ARCN1,ARCN1,Other,Other,,
Inter,ARCN1,EEA1,Other,Endosome,,
Inter,ARCN1,HSP90B1,Other,Endosome,,
Inter,ARCN1,MYO5C,Other,Other,,
Inter,ARCN1,VAMP2,Other,Endosome,,SNARE complex
Intra,AREL1,AREL1,Other,Other,,
Inter,ARFGAP2,CHD1,Other,Other,,
Inter,ARFGAP2,VPS35,Other,Endosome,,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)"
Inter,ARFGEF1,EEA1,Other,Endosome,,
Inter,ARFGEF1,SSX2IP,Other,Other,,
Inter,ARFGEF1,STX12,Other,Endosome,,SNARE complex
BN,ARFIP1,MDH1,Golgi,Other,,
BN,ARFIP1,RPRM,Golgi,Other,,
Inter,ARGLU1,NAA15,Nucleus,Other,,
Inter,ARHGAP11A,ITSN2,Nucleus,Other,,
Inter,ARHGAP19,HDAC1,Nucleus,Nucleus,,
Inter,ARHGAP19,RPS3A,Nucleus,Other,,"Ribosome, cytoplasmic"
Inter,ARHGAP19,STX8,Nucleus,Endosome,,
Inter,ARHGAP20,NCOR2,Other,Nucleus,,
Inter,ARHGAP21,BCAP31,Other,Other,,
Inter,ARHGAP21,EEA1,Other,Endosome,,
Inter,ARHGAP21,PMM2,Other,Other,,
Inter,ARHGAP21,ROCK2,Other,Other,,
Inter,ARHGAP22,EEA1,Other,Endosome,,
Inter,ARHGAP23,RIOK1,Other,Other,,
Inter,ARHGAP25,ITGA1,Other,Other,,
Inter,ARHGAP25,MTA2,Other,Nucleus,,
Inter,ARHGAP26,THRAP3,Other,Nucleus,,
Inter,ARHGAP29,RPL26,Other,Other,,
Inter,ARHGAP30,M6PR,Other,Endosome,,
Inter,ARHGAP30,U2SURP,Other,Nucleus,,
Intra,ARHGAP39,ARHGAP39,Nucleus,Nucleus,,
Inter,ARHGAP4,HIP1,Other,Other,,
Inter,ARHGAP5,GBP3,Other,Other,,
Inter,ARHGAP5,SNRPB,Other,Other,,
Inter,ARHGAP5,SNRPD3,Other,Other,,
Inter,ARHGAP6,HSP90AB1,Other,Endosome,,Kinase maturation complex 1
Inter,ARHGDIA,RPL26,Other,Other,,
BN,ARHGDIB,CS,Other,Mito,,
BN,ARHGDIB,ITIH3,Other,Endosome,,
BN,ARHGDIB,NAMPT,Other,Other,,
Intra,ARHGEF1,ARHGEF1,Other,Other,,
Inter,ARHGEF10,NAP1L1,Other,Other,,
Intra,ARHGEF11,ARHGEF11,Other,Other,,
Intra,ARHGEF12,ARHGEF12,Other,Other,,
Inter,ARHGEF12,BCLAF1,Other,Other,,
Inter,ARHGEF12,DHX9,Other,Other,,
Inter,ARHGEF12,SURF6,Other,Nucleus,,
Inter,ARHGEF18,RPL29,Other,Other,,
Inter,ARHGEF19,EEF1A1P5,Other,Other,,
Intra,ARHGEF2,ARHGEF2,Other,Other,,
Inter,ARHGEF2,TNFRSF19,Other,Other,,
Inter,ARHGEF26,EEA1,Other,Endosome,,
Inter,ARHGEF4,EIF3A,Other,Other,,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
Intra,ARHGEF6,ARHGEF6,Other,Other,,
Inter,ARHGEF6,ARHGEF7,Other,Other,,
Inter,ARHGEF6,PCNX3,Other,Other,,
Intra,ARHGEF7,ARHGEF7,Other,Other,,
Inter,ARHGEF7,BICRA,Other,Nucleus,,
Inter,ARHGEF7,DIAPH1,Other,Other,,
Inter,ARHGEF7,DTNA,Other,Other,,
Inter,ARHGEF7,ERCC5,Other,Nucleus,,
Inter,ARHGEF7,GIT1,Other,Other,,
Inter,ARHGEF7,GIT2,Other,Other,,
Inter,ARHGEF7,IWS1,Other,Nucleus,,
Inter,ARHGEF7,JHY,Other,Other,,
Inter,ARHGEF7,MUC17,Other,Other,,
Inter,ARHGEF7,PCDHGC4,Other,Other,,
Inter,ARHGEF7,XRN1,Other,Other,,
Intra,ARID1A,ARID1A,Nucleus,Nucleus,,
Inter,ARID1A,HDAC1,Nucleus,Nucleus,,
Intra,ARID1B,ARID1B,Nucleus,Nucleus,,
Inter,ARID4A,EEA1,Nucleus,Endosome,,
Inter,ARID4A,TFAM,Nucleus,Mito,,
Intra,ARID4B,ARID4B,Other,Other,,
Inter,ARID4B,ATP5F1A,Other,Mito,,
Inter,ARID4B,HSPA5,Other,Endosome,,
Inter,ARIH1,ATRX,Other,Nucleus,,
Inter,ARIH2OS,RPL19,Other,Other,,"Ribosome, cytoplasmic"
Intra,ARL13B,ARL13B,Other,Other,,
Inter,ARL13B,CENPF,Other,Other,,
BN,ARL13B,ITIH2,Other,Other,,
Inter,ARL13B,LRRC8C,Other,Other,,
BN,ARL13B,TMEM184B,Other,Other,,
Inter,ARL14,MTA1,Other,Other,,NRD complex (Nucleosome remodeling and deacetylation complex)
Intra,ARL6IP1,ARL6IP1,Other,Other,,
Inter,ARL6IP1,BCAP31,Other,Other,,
Inter,ARL6IP1,ESYT1,Other,Other,,
Inter,ARL6IP1,PGRMC1,Other,Other,,
Inter,ARL6IP1,REEP5,Other,Endosome,,
Inter,ARL6IP1,RPS6KA6,Other,Other,,
Inter,ARL6IP1,RTN3,Other,Other,,
Inter,ARL6IP1,TRMT10A,Other,Nucleus,,
Inter,ARL6IP1,VPS53,Other,Golgi,,
Inter,ARL6IP1,VTI1B,Other,Endosome,,SNARE complex
Intra,ARL6IP4,ARL6IP4,Nucleus,Nucleus,,
Inter,ARL6IP4,BCAP31,Nucleus,Other,,
Intra,ARL6IP5,ARL6IP5,Other,Other,,
Inter,ARL6IP5,CPS1,Other,Mito,,
Inter,ARL6IP5,KIF21A,Other,Other,,
Intra,ARL8A,ARL8A,Endosome,Endosome,,
Intra,ARL8B,ARL8B,Endosome,Endosome,,
BN,ARL8B,ASXL1,Endosome,Nucleus,,
Inter,ARL8B,ATP6V0A1,Endosome,Endosome,,vATPase V0
Inter,ARL8B,DNAJC5,Endosome,Endosome,,
Inter,ARL8B,LAMTOR3,Endosome,Endosome,,v-ATPase-Ragulator-AXIN/LKB1-AMPK complex
BN,ARL8B,RAB2A,Endosome,Endosome,,
BN,ARL8B,RAB5B,Endosome,Endosome,,
Inter,ARL8B,RAB7A,Endosome,Endosome,,
Inter,ARL8B,RUFY2,Endosome,Endosome,,
Inter,ARL8B,SNX16,Endosome,Endosome,,
Inter,ARL8B,TOLLIP,Endosome,Other,,
Inter,ARL8B,UBC,Endosome,Other,,
Inter,ARL8B,VAMP3,Endosome,Endosome,,SNARE complex
Inter,ARMC2,TRMT1,Other,Mito,,
BN,ARPC1A,ARPC1B,Endosome,Endosome,,Arp2/3 protein complex
